"","Model Year","Vehicle Manufacturer Name","Veh Mfr Code","Represented Test Veh Make","Represented Test Veh Model","Test Veh Displacement (L)","Vehicle Type","Rated Horsepower","Tested Transmission Type Code","Tested Transmission Type","# of Gears","Transmission Lockup?","Drive System Code","Drive System Description","Equivalent Test Weight (lbs.)","Axle Ratio","N/V Ratio","Test Fuel Type Description","CO2 (g/mi)","RND_ADJ_FE","Target Coef A (lbf)","Target Coef B (lbf/mph)","Target Coef C (lbf/mph**2)","Set Coef A (lbf)","Set Coef B (lbf/mph)","Set Coef C (lbf/mph**2)","Police - Emergency Vehicle?","Averaging Method Cd","Averging Method Desc"
"225",2019,"Tesla","TSL","Tesla","Model X Long Range",0.001,"Car",534,"OT","Other",1,"N","4","4-Wheel Drive",6000,9.34,105.6,"Electricity",NA,122.8,42.36,0.1836,0.01982,-4.962,-0.1465,0.02035,"N","N","No averaging"
"226",2019,"Tesla","TSL","Tesla","Model X Long Range",0.001,"Car",534,"OT","Other",1,"N","4","4-Wheel Drive",6000,9.34,105.6,"Electricity",NA,122.8,42.36,0.1836,0.01982,-4.962,-0.1465,0.02035,"N","N","No averaging"
"227",2019,"Tesla","TSL","Tesla","Model X Long Range",0.001,"Car",534,"OT","Other",1,"N","4","4-Wheel Drive",6000,9.34,105.6,"Electricity",NA,30.8,42.36,0.1836,0.01982,-4.962,-0.1465,0.02035,"N","N","No averaging"
"228",2019,"Tesla","TSL","Tesla","Model X Long Range",0.001,"Car",534,"OT","Other",1,"N","4","4-Wheel Drive",6000,9.34,105.6,"Electricity",NA,122.8,42.36,0.1836,0.01982,-4.962,-0.1465,0.02035,"N","N","No averaging"
"229",2019,"Tesla","TSL","Tesla","Model X Performance (20"" Wheels)",0.001,"Car",778,"OT","Other",1,"N","4","4-Wheel Drive",6000,9.34,110,"Electricity",NA,121,52.33,-0.0052,0.02101,4.322,-0.2348,0.02065,"N","N","No averaging"
"230",2019,"Tesla","TSL","Tesla","Model X Performance (20"" Wheels)",0.001,"Car",778,"OT","Other",1,"N","4","4-Wheel Drive",6000,9.34,110,"Electricity",NA,119.3,52.33,-0.0052,0.02101,4.322,-0.2348,0.02065,"N","N","No averaging"
"231",2019,"Tesla","TSL","Tesla","Model X Performance (22"" Wheels)",0.001,"Car",778,"OT","Other",1,"N","4","4-Wheel Drive",6000,9.34,110,"Electricity",NA,107.3,65.68,-0.02355,0.02332,0.759,-0.4729,0.02481,"N","N","No averaging"
"232",2019,"Tesla","TSL","Tesla","Model X Performance (22"" Wheels)",0.001,"Car",778,"OT","Other",1,"N","4","4-Wheel Drive",6000,9.34,110,"Electricity",NA,103.4,65.68,-0.02355,0.02332,0.759,-0.4729,0.02481,"N","N","No averaging"
"233",2019,"Tesla","TSL","Tesla","Model X Performance (22"" Wheels)",0.001,"Car",778,"OT","Other",1,"N","4","4-Wheel Drive",6000,9.34,110,"Electricity",NA,122.8,65.68,-0.02355,0.02332,0.759,-0.4729,0.02481,"N","N","No averaging"
"234",2019,"Tesla","TSL","Tesla","Model X Performance (22"" Wheels)",0.001,"Car",778,"OT","Other",1,"N","4","4-Wheel Drive",6000,9.34,110,"Electricity",NA,122.8,65.68,-0.02355,0.02332,0.759,-0.4729,0.02481,"N","N","No averaging"
"235",2019,"Tesla","TSL","Tesla","Model X Performance (22"" Wheels)",0.001,"Car",778,"OT","Other",1,"N","4","4-Wheel Drive",6000,9.34,110,"Electricity",NA,122.8,65.68,-0.02355,0.02332,0.759,-0.4729,0.02481,"N","N","No averaging"
"236",2019,"Tesla","TSL","Tesla","Model X Performance (22"" Wheels)",0.001,"Car",778,"OT","Other",1,"N","4","4-Wheel Drive",6000,9.34,110,"Electricity",NA,37.5,65.68,-0.02355,0.02332,0.759,-0.4729,0.02481,"N","N","No averaging"
"237",2019,"Tesla","TSL","Tesla","Model X Standard Range",0.001,"Car",534,"OT","Other",1,"N","4","4-Wheel Drive",5500,9.34,106,"Electricity",NA,140,40.32,0.099,0.02136,-7.306,-0.2354,0.02053,"N","N","No averaging"
"238",2019,"Tesla","TSL","Tesla","Model X Standard Range",0.001,"Car",534,"OT","Other",1,"N","4","4-Wheel Drive",5500,9.34,106,"Electricity",NA,130.5,40.32,0.099,0.02136,-7.306,-0.2354,0.02053,"N","N","No averaging"
"239",2019,"Tesla","TSL","Tesla Model 3","Long Range",0.001,"Car",258,"A","Automatic",1,"N","R","2-Wheel Drive, Rear",4250,9,116.1,"Electricity",NA,186.6,38.51,-0.0811,0.0161,-12.12,0.2046,0.0115,"N","N","No averaging"
"240",2019,"Tesla","TSL","Tesla Model 3","Long Range",0.001,"Car",258,"A","Automatic",1,"N","R","2-Wheel Drive, Rear",4250,9,116.1,"Electricity",NA,171.4,38.51,-0.0811,0.0161,-12.12,0.2046,0.0115,"N","N","No averaging"
"241",2019,"Tesla","TSL","Tesla Model 3","Long Range AWD",0.001,"Car",252,"A","Automatic",1,"N","A","All Wheel Drive",4500,9,116.1,"Electricity",NA,169,41.72,0.0515,0.01498,-11.35,0.1804,0.01082,"N","N","No averaging"
"242",2019,"Tesla","TSL","Tesla Model 3","Long Range AWD",0.001,"Car",252,"A","Automatic",1,"N","A","All Wheel Drive",4500,9,116.1,"Electricity",NA,156.8,41.72,0.0515,0.01498,-11.35,0.1804,0.01082,"N","N","No averaging"
"243",2019,"Tesla","TSL","Tesla Model 3","Mid Range RWD",0.001,"Car",270,"A","Automatic",1,"N","R","2-Wheel Drive, Rear",4250,9.04,116.1,"Electricity",NA,182.4,36.91,-0.113,0.01647,-5.21,-0.0543,0.0146,"N","N","No averaging"
"244",2019,"Tesla","TSL","Tesla Model 3","Mid Range RWD",0.001,"Car",270,"A","Automatic",1,"N","R","2-Wheel Drive, Rear",4250,9.04,116.1,"Electricity",NA,167.7,36.91,-0.113,0.01647,-5.21,-0.0543,0.0146,"N","N","No averaging"
"245",2019,"Tesla","TSL","Tesla Model 3","Standard Range Plus RWD",0.001,"Car",282,"A","Automatic",1,"N","R","2-Wheel Drive, Rear",3875,9.04,116.1,"Electricity",NA,199.9,36.01,-0.1289,0.01667,-5.01,-0.2769,0.01603,"N","N","No averaging"
"246",2019,"Tesla","TSL","Tesla Model 3","Standard Range Plus RWD",0.001,"Car",282,"A","Automatic",1,"N","R","2-Wheel Drive, Rear",3875,9.04,116.1,"Electricity",NA,182.3,36.01,-0.1289,0.01667,-5.01,-0.2769,0.01603,"N","N","No averaging"
"247",2019,"Tesla","TSL","Tesla Model S","100D",0.001,"Car",376,"OT","Other",1,"N","4","4-Wheel Drive",5250,9.34,9.7,"Electricity",NA,133.9,40.52,0.1677,0.01614,9.11,0.0607,0.0094,"N","N","No averaging"
"248",2019,"Tesla","TSL","Tesla Model S","100D",0.001,"Car",376,"OT","Other",1,"N","4","4-Wheel Drive",5250,9.34,9.7,"Electricity",NA,135.6,40.52,0.1677,0.01614,9.11,0.0607,0.0094,"N","N","No averaging"
"249",2019,"Tesla","TSL","Tesla Model S","75D",0.001,"Car",376,"OT","Other",1,"N","4","4-Wheel Drive",5000,9.34,9.7,"Electricity",NA,21,37.37,0.1842,0.01508,-1.5,0.01177,0.01559,"N","N","No averaging"
"250",2019,"Tesla","TSL","Tesla Model S","75D",0.001,"Car",376,"OT","Other",1,"N","4","4-Wheel Drive",5000,9.34,9.7,"Electricity",NA,20.5,37.37,0.1842,0.01508,-1.5,0.01177,0.01559,"N","N","No averaging"
"251",2019,"Tesla","TSL","Tesla Model S","P100D",0.001,"Car",376,"OT","Other",1,"N","4","4-Wheel Drive",5250,9.34,9.7,"Electricity",NA,23.7,41.35,0.267,0.0137,-8.1,-0.0329,0.01383,"N","N","No averaging"
"252",2019,"Tesla","TSL","Tesla Model S","P100D",0.001,"Car",376,"OT","Other",1,"N","4","4-Wheel Drive",5250,9.34,9.7,"Electricity",NA,21,41.35,0.267,0.0137,-8.1,-0.0329,0.01383,"N","N","No averaging"
"253",2019,"Tesla","TSL","Tesla Model X","100D",0.001,"Car",517,"OT","Other",1,"N","4","4-Wheel Drive",6000,9.34,9.7,"Electricity",NA,117.3,35.49,0.1972,0.02044,-10.47,-0.0735,0.02124,"N","N","No averaging"
"254",2019,"Tesla","TSL","Tesla Model X","100D",0.001,"Car",517,"OT","Other",1,"N","4","4-Wheel Drive",6000,9.34,9.7,"Electricity",NA,120.6,35.49,0.1972,0.02044,-10.47,-0.0735,0.02124,"N","N","No averaging"
"255",2019,"Tesla","TSL","Tesla Model X","75D",0.001,"Car",417,"OT","Other",1,"N","4","4-Wheel Drive",5500,9.34,9.7,"Electricity",NA,23.3,37.68,0.0486,0.0214,-11.49,-0.0893,0.0206,"N","N","No averaging"
"256",2019,"Tesla","TSL","Tesla Model X","75D",0.001,"Car",417,"OT","Other",1,"N","4","4-Wheel Drive",5500,9.34,9.7,"Electricity",NA,22.3,37.68,0.0486,0.0214,-11.49,-0.0893,0.0206,"N","N","No averaging"
"257",2019,"Tesla","TSL","Tesla Model X","P100D",0.001,"Car",713,"OT","Other",1,"N","4","4-Wheel Drive",6000,9.34,9.7,"Electricity",NA,26,46.87,-0.0518,0.02166,-0.83,-0.3277,0.02159,"N","N","No averaging"
"258",2019,"Tesla","TSL","Tesla Model X","P100D",0.001,"Car",713,"OT","Other",1,"N","4","4-Wheel Drive",6000,9.34,9.7,"Electricity",NA,24.3,46.87,-0.0518,0.02166,-0.83,-0.3277,0.02159,"N","N","No averaging"
"259",2019,"Toyota","TYX","TOYOTA","MIRAI",0.001,"Car",1,"CVT","Continuously Variable",1,"N","F","2-Wheel Drive, Front",4250,8.78,0,"Hydrogen 5",NA,94.1,32.325,0.20003,0.018292,10.278,0.01818,0.019404,"N","N","No averaging"
"260",2019,"Toyota","TYX","TOYOTA","MIRAI",0.001,"Car",1,"CVT","Continuously Variable",1,"N","F","2-Wheel Drive, Front",4250,8.78,0,"Hydrogen 5",NA,94.1,32.325,0.20003,0.018292,10.278,0.01818,0.019404,"N","N","No averaging"
"261",2019,"Toyota","TYX","TOYOTA","PRIUS PRIME",1.798,"Car",96,"CVT","Continuously Variable",1,"N","F","2-Wheel Drive, Front",3625,3.22,19.9,"Electricity",NA,206.1,18.816,0.38689,0.012501,9.442,0.13618,0.014102,"N","N","No averaging"
"262",2019,"Toyota","TYX","TOYOTA","PRIUS PRIME",1.798,"Car",96,"CVT","Continuously Variable",1,"N","F","2-Wheel Drive, Front",3625,3.22,19.9,"Electricity",NA,168.3,18.816,0.38689,0.012501,9.442,0.13618,0.014102,"N","N","No averaging"
"263",2019,"Toyota","TYX","TOYOTA","PRIUS PRIME",1.798,"Car",96,"CVT","Continuously Variable",1,"N","F","2-Wheel Drive, Front",3625,3.22,19.9,"Electricity",NA,168.1,18.816,0.38689,0.012501,9.442,0.13618,0.014102,"N","N","No averaging"
"264",2019,"Toyota","TYX","TOYOTA","PRIUS PRIME",1.798,"Car",96,"CVT","Continuously Variable",1,"N","F","2-Wheel Drive, Front",3625,3.22,19.9,"Electricity",NA,210,18.816,0.38689,0.012501,9.442,0.13618,0.014102,"N","N","No averaging"
"265",2019,"Toyota","TYX","TOYOTA","PRIUS PRIME",1.798,"Car",96,"CVT","Continuously Variable",1,"N","F","2-Wheel Drive, Front",3625,3.22,19.9,"Electricity",NA,198.1,18.816,0.38689,0.012501,9.442,0.13618,0.014102,"N","N","No averaging"
"266",2019,"Toyota","TYX","TOYOTA","PRIUS PRIME",1.798,"Car",96,"CVT","Continuously Variable",1,"N","F","2-Wheel Drive, Front",3625,3.22,19.9,"Electricity",NA,175.2,18.816,0.38689,0.012501,9.442,0.13618,0.014102,"N","N","No averaging"
"267",2019,"Volkswagen Group of","VGA","AUDI","e-tron 55 quattro",0.1,"Truck",402,"OT","Other",1,"N","A","All Wheel Drive",6000,1,107.6,"Electricity",NA,100.4,35.745,0.38704,0.018042,-10.476,0.3071,0.017693,"N","N","No averaging"
"268",2019,"Volkswagen Group of","VGA","AUDI","e-tron 55 quattro",0.1,"Truck",402,"OT","Other",1,"N","A","All Wheel Drive",6000,1,107.6,"Electricity",NA,0,35.745,0.38704,0.018042,-10.476,0.3071,0.017693,"N","N","No averaging"
"269",2019,"Volkswagen Group of","VGA","VOLKSWAGEN","e-Golf",0.1,"Car",134,"A","Automatic",1,"N","A","All Wheel Drive",3750,3.61,121.8,"Electricity",NA,158.1,32.8,0.38487,0.015598,-6.205,0.04558,0.017344,"N","N","No averaging"
"270",2019,"Volkswagen Group of","VGA","VOLKSWAGEN","e-Golf",0.1,"Car",134,"A","Automatic",1,"N","A","All Wheel Drive",3750,3.61,121.8,"Electricity",NA,176.8,32.8,0.38487,0.015598,-6.205,0.04558,0.017344,"N","N","No averaging"
"271",2019,"Volkswagen Group of","VGA","VOLKSWAGEN","e-Golf",0.1,"Car",134,"A","Automatic",1,"N","A","All Wheel Drive",3750,3.61,121.8,"Electricity",NA,154.4,32.8,0.38487,0.015598,-6.205,0.04558,0.017344,"N","N","No averaging"
"272",2019,"Volkswagen Group of","VGA","VOLKSWAGEN","e-Golf",0.1,"Car",134,"A","Automatic",1,"N","A","All Wheel Drive",3750,3.61,121.8,"Electricity",NA,174.4,32.8,0.38487,0.015598,-6.205,0.04558,0.017344,"N","N","No averaging"
"273",2019,"Volvo","VVX","Volvo","S60 T8 AWD",1.969,"Both",313,"SA","Semi-Automatic",8,"Y","A","All Wheel Drive",4750,3.08,27.3,"Electricity",NA,122.8,33.803,0.0234,0.019464,-12.8,-0.035,0.0183,"N","N","No averaging"
"274",2019,"Volvo","VVX","Volvo","S60 T8 AWD",1.969,"Both",313,"SA","Semi-Automatic",8,"Y","A","All Wheel Drive",4750,3.08,27.3,"Electricity",NA,122.8,33.803,0.0234,0.019464,-12.8,-0.035,0.0183,"N","N","No averaging"
"275",2019,"Volvo","VVX","Volvo","S90 T8 AWD",1.969,"Car",313,"SA","Semi-Automatic",8,"Y","A","All Wheel Drive",5000,3.2,27.6,"Electricity",NA,0,40.344,-0.06368,0.021047,-14.2,-0.135,0.0198,"N","N","No averaging"
"276",2019,"Volvo","VVX","Volvo","S90 T8 AWD",1.969,"Car",313,"SA","Semi-Automatic",8,"Y","A","All Wheel Drive",5000,3.2,27.6,"Electricity",NA,0,40.344,-0.06368,0.021047,-14.2,-0.135,0.0198,"N","N","No averaging"
"277",2019,"Volvo","VVX","Volvo","XC60 T8 AWD",1.969,"Both",313,"SA","Semi-Automatic",8,"Y","A","All Wheel Drive",5000,3.33,26.6,"Electricity",NA,0,42.749,0.25309,0.023538,-6.2,-0.126,0.0253,"N","N","No averaging"
"278",2019,"Volvo","VVX","Volvo","XC60 T8 AWD",1.969,"Both",313,"SA","Semi-Automatic",8,"Y","A","All Wheel Drive",5000,3.33,26.6,"Electricity",NA,0,42.749,0.25309,0.023538,-6.2,-0.126,0.0253,"N","N","No averaging"
"279",2019,"Volvo","VVX","Volvo","XC90 T8 AWD",1.969,"Both",313,"SA","Semi-Automatic",8,"Y","A","All Wheel Drive",5500,3.33,26.1,"Electricity",NA,0,36.312,0.35403,0.025058,-10.1,0.312,0.0233,"N","N","No averaging"
"280",2019,"Volvo","VVX","Volvo","XC90 T8 AWD",1.969,"Both",313,"SA","Semi-Automatic",8,"Y","A","All Wheel Drive",5500,3.33,26.1,"Electricity",NA,0,36.312,0.35403,0.025058,-10.1,0.312,0.0233,"N","N","No averaging"
"281",2020,"BMW","BMX","BMW","530e",2,"Car",180,"SA","Semi-Automatic",8,"Y","R","2-Wheel Drive, Rear",4500,3.23,27.9,"Electricity",NA,122.8,55.7,-0.103,0.02123,25.5,-0.118,0.02079,"N","N","No averaging"
"282",2020,"BMW","BMX","BMW","530e",2,"Car",180,"SA","Semi-Automatic",8,"Y","R","2-Wheel Drive, Rear",4500,3.23,27.9,"Electricity",NA,122.8,55.7,-0.103,0.02123,25.5,-0.118,0.02079,"N","N","No averaging"
"283",2020,"BMW","BMX","BMW","530e xDrive",2,"Car",180,"SA","Semi-Automatic",8,"Y","A","All Wheel Drive",4750,3.23,27.9,"Electricity",NA,122.8,60.2,-0.07,0.0217,12.2,-0.191,0.02184,"N","N","No averaging"
"284",2020,"BMW","BMX","BMW","530e xDrive",2,"Car",180,"SA","Semi-Automatic",8,"Y","A","All Wheel Drive",4750,3.23,27.9,"Electricity",NA,122.8,60.2,-0.07,0.0217,12.2,-0.191,0.02184,"N","N","No averaging"
"285",2020,"BMW","BMX","BMW","745e xDrive",3,"Car",280,"SA","Semi-Automatic",8,"Y","A","All Wheel Drive",5250,3.23,27,"Electricity",NA,122.8,73.6,-0.419,0.02567,14.2,-0.397,0.02307,"N","N","No averaging"
"286",2020,"BMW","BMX","BMW","745e xDrive",3,"Car",280,"SA","Semi-Automatic",8,"Y","A","All Wheel Drive",5250,3.23,27,"Electricity",NA,122.8,73.6,-0.419,0.02567,14.2,-0.397,0.02307,"N","N","No averaging"
"287",2020,"BMW","BMX","BMW","I3s",0.001,"Car",181,"A","Automatic",1,"N","R","2-Wheel Drive, Rear",3375,9.67,120.9,"Electricity",NA,177.7,29,0.297,0.0178,17.5,-0.145,0.02189,"N","N","No averaging"
"288",2020,"BMW","BMX","BMW","I3s",0.001,"Car",181,"A","Automatic",1,"N","R","2-Wheel Drive, Rear",3375,9.67,120.9,"Electricity",NA,145.5,29,0.297,0.0178,17.5,-0.145,0.02189,"N","N","No averaging"
"289",2020,"BMW","BMX","BMW","I3s REX",0.6,"Car",38,"A","Automatic",1,"N","R","2-Wheel Drive, Rear",3625,9.66,122.6,"Electricity",NA,122.8,30.3,0.301,0.01806,19.7,-0.141,0.0224,"N","N","No averaging"
"290",2020,"BMW","BMX","BMW","I3s REX",0.6,"Car",38,"A","Automatic",1,"N","R","2-Wheel Drive, Rear",3625,9.66,122.6,"Electricity",NA,122.8,30.3,0.301,0.01806,19.7,-0.141,0.0224,"N","N","No averaging"
"291",2020,"BMW","BMX","BMW","I8 Roadster",1.5,"Car",227,"A","Automatic",6,"Y","4","4-Wheel Drive",4000,3.68,31,"Electricity",NA,122.8,48.1,0.16,0.01823,-1.3,0.203,0.01547,"N","N","No averaging"
"292",2020,"BMW","BMX","BMW","I8 Roadster",1.5,"Car",227,"A","Automatic",6,"Y","4","4-Wheel Drive",4000,3.68,31,"Electricity",NA,122.8,48.1,0.16,0.01823,-1.3,0.203,0.01547,"N","N","No averaging"
"293",2020,"BMW","BMX","BMW","MINI COOPER SE HARDTOP 2 DOOR",0.001,"Car",181,"A","Automatic",1,"N","F","2-Wheel Drive, Front",3500,8.96,127.2,"Electricity",NA,164.1,27.8,0.382,0.01474,9.3,0.157,0.01665,"N","N","No averaging"
"294",2020,"BMW","BMX","BMW","MINI COOPER SE HARDTOP 2 DOOR",0.001,"Car",181,"A","Automatic",1,"N","F","2-Wheel Drive, Front",3500,8.96,127.2,"Electricity",NA,143.1,27.8,0.382,0.01474,9.3,0.157,0.01665,"N","N","No averaging"
"295",2020,"BMW","BMX","BMW","X3 xDrive30e",2,"Both",181,"SA","Semi-Automatic",8,"Y","A","All Wheel Drive",5000,3.38,27.2,"Electricity",NA,122.8,64.8,-0.272,0.02714,15.9,-0.149,0.02422,"N","N","No averaging"
"296",2020,"BMW","BMX","BMW","X3 xDrive30e",2,"Both",181,"SA","Semi-Automatic",8,"Y","A","All Wheel Drive",5000,3.38,27.2,"Electricity",NA,122.8,64.8,-0.272,0.02714,15.9,-0.149,0.02422,"N","N","No averaging"
"297",2020,"BMW","BMX","MINI","Mini Cooper SE Countryman ALL4",1.5,"Car",134,"SA","Semi-Automatic",6,"Y","A","All Wheel Drive",4250,3.94,30.6,"Electricity",NA,122.8,43.3,0.119,0.02135,-1.2,0.232,0.01938,"N","N","No averaging"
"298",2020,"BMW","BMX","MINI","Mini Cooper SE Countryman ALL4",1.5,"Car",134,"SA","Semi-Automatic",6,"Y","A","All Wheel Drive",4250,3.94,30.6,"Electricity",NA,122.8,43.3,0.119,0.02135,-1.2,0.232,0.01938,"N","N","No averaging"
"299",2020,"BYD Motors Inc.","BYD","BYD","e6",99.999,"Car",100,"A","Automatic",1,"Y","F","2-Wheel Drive, Front",5500,1.07,6.4,"Electricity",NA,110,69.473,0.0697,0.02814,23.191,-0.0284,0.02463,"N","N","No averaging"
"300",2020,"BYD Motors Inc.","BYD","BYD","e6",99.999,"Car",100,"A","Automatic",1,"Y","F","2-Wheel Drive, Front",5500,1.07,6.4,"Electricity",NA,105,69.473,0.0697,0.02814,23.191,-0.0284,0.02463,"N","N","No averaging"
"301",2020,"BYD Motors Inc.","BYD","BYD","e6",99.999,"Car",100,"A","Automatic",1,"Y","F","2-Wheel Drive, Front",5500,1.07,6.4,"Electricity",NA,111,69.473,0.0697,0.02814,23.191,-0.0284,0.02463,"N","N","No averaging"
"302",2020,"BYD Motors Inc.","BYD","BYD","e6",99.999,"Car",100,"A","Automatic",1,"Y","F","2-Wheel Drive, Front",5500,1.07,6.4,"Electricity",NA,111,69.473,0.0697,0.02814,23.191,-0.0284,0.02463,"N","N","No averaging"
"303",2020,"GM","GMX","CHEVROLET","BOLT EV",99.99,"Car",200,"CVT","Continuously Variable",1,"Y","F","2-Wheel Drive, Front",3875,7.05,96,"Electricity",NA,181.7,28.39,0.2017,0.01932,9.82,0.1615,0.01789,"N","N","No averaging"
"304",2020,"GM","GMX","CHEVROLET","BOLT EV",99.99,"Car",200,"CVT","Continuously Variable",1,"Y","F","2-Wheel Drive, Front",3875,7.05,96,"Electricity",NA,153.8,28.39,0.2017,0.01932,9.82,0.1615,0.01789,"N","N","No averaging"
"305",2020,"Honda","HNX","HONDA","Clarity Fuel Cell",0.001,"Car",174,"A","Automatic",1,"Y","F","2-Wheel Drive, Front",4500,3.83,122.1,"Hydrogen 5",NA,95.1,30.3,0.1037,0.01962,13.86,-0.1034,0.02037,"N","N","No averaging"
"306",2020,"Honda","HNX","HONDA","Clarity Fuel Cell",0.001,"Car",174,"A","Automatic",1,"Y","F","2-Wheel Drive, Front",4500,3.83,122.1,"Hydrogen 5",NA,94.1,30.3,0.1037,0.01962,13.86,-0.1034,0.02037,"N","N","No averaging"
"307",2020,"Honda","HNX","HONDA","Clarity Plug-in Hybrid",1.5,"Car",103,"CVT","Continuously Variable",1,"Y","F","2-Wheel Drive, Front",4250,3.42,36.2,"Electricity",NA,122.8,26.78,0.3123,0.01713,8.04,0.2919,0.01599,"N","N","No averaging"
"308",2020,"Honda","HNX","HONDA","Clarity Plug-in Hybrid",1.5,"Car",103,"CVT","Continuously Variable",1,"Y","F","2-Wheel Drive, Front",4250,3.42,36.2,"Electricity",NA,122.8,26.78,0.3123,0.01713,8.04,0.2919,0.01599,"N","N","No averaging"
"309",2020,"Honda","HNX","HONDA","Clarity Plug-in Hybrid",1.5,"Car",103,"CVT","Continuously Variable",1,"Y","F","2-Wheel Drive, Front",4250,3.42,36.2,"Electricity",NA,122.8,26.78,0.3123,0.01713,8.04,0.2919,0.01599,"N","N","No averaging"
"310",2020,"Honda","HNX","HONDA","Clarity Plug-in Hybrid",1.5,"Car",103,"CVT","Continuously Variable",1,"Y","F","2-Wheel Drive, Front",4250,3.42,36.2,"Electricity",NA,122.8,26.78,0.3123,0.01713,8.04,0.2919,0.01599,"N","N","No averaging"
"311",2020,"Hyundai","HYX","Hyundai","Ioniq Electric",0.001,"Car",33,"A","Automatic",1,"N","F","2-Wheel Drive, Front",3750,3.44,99.8,"Electricity",NA,16.3,21.606,0.13422,0.017512,9.255,0.18144,0.015658,"N","N","No averaging"
"312",2020,"Hyundai","HYX","Hyundai","Ioniq Electric",0.001,"Car",33,"A","Automatic",1,"N","F","2-Wheel Drive, Front",3750,3.44,99.8,"Electricity",NA,19.6,21.606,0.13422,0.017512,9.255,0.18144,0.015658,"N","N","No averaging"
"313",2020,"Hyundai","HYX","HYUNDAI","IONIQ PHEV",1.6,"Car",104,"AM","Automated Manual",6,"N","F","2-Wheel Drive, Front",3625,4.19,44.7,"Electricity",NA,0,20.163,0.31251,0.015225,3.295,0.19329,0.015243,"N","N","No averaging"
"314",2020,"Hyundai","HYX","HYUNDAI","IONIQ PHEV",1.6,"Car",104,"AM","Automated Manual",6,"N","F","2-Wheel Drive, Front",3625,4.19,44.7,"Electricity",NA,0,20.163,0.31251,0.015225,3.295,0.19329,0.015243,"N","N","No averaging"
"315",2020,"Hyundai","HYX","HYUNDAI","Kona Electric",0.001,"Car",37,"A","Automatic",1,"N","F","2-Wheel Drive, Front",4000,3.43,155.1,"Electricity",NA,17.2,24.859,-0.20036,0.023656,10.075,0.01092,0.020495,"N","N","No averaging"
"316",2020,"Hyundai","HYX","HYUNDAI","Kona Electric",0.001,"Car",37,"A","Automatic",1,"N","F","2-Wheel Drive, Front",4000,3.43,155.1,"Electricity",NA,21.7,24.859,-0.20036,0.023656,10.075,0.01092,0.020495,"N","N","No averaging"
"317",2020,"Hyundai","HYX","Hyundai","NEXO",0.001,"Car",161,"A","Automatic",1,"N","F","2-Wheel Drive, Front",4500,3.53,100.3,"Hydrogen 5",NA,84.7,42.443,-0.01825,0.0285,16.76,0.02707,0.02627,"N","N","No averaging"
"318",2020,"Hyundai","HYX","Hyundai","NEXO",0.001,"Car",161,"A","Automatic",1,"N","F","2-Wheel Drive, Front",4500,3.53,100.3,"Hydrogen 5",NA,76.9,42.443,-0.01825,0.0285,16.76,0.02707,0.02627,"N","N","No averaging"
"319",2020,"Hyundai","HYX","Hyundai","NEXO",0.001,"Car",161,"A","Automatic",1,"N","F","2-Wheel Drive, Front",4250,3.53,101.5,"Hydrogen 5",NA,93.5,36.682,-0.01011,0.02786,16.33,0.08917,0.02516,"N","N","No averaging"
"320",2020,"Hyundai","HYX","Hyundai","NEXO",0.001,"Car",161,"A","Automatic",1,"N","F","2-Wheel Drive, Front",4250,3.53,101.5,"Hydrogen 5",NA,82.6,36.682,-0.01011,0.02786,16.33,0.08917,0.02516,"N","N","No averaging"
"321",2020,"Jaguar Land Rover L","JLX","Jaguar","I-PACE",0.01,"Truck",400,"A","Automatic",1,"Y","4","4-Wheel Drive",5000,9.04,104.2,"Electricity",NA,103.6,32.55,0.75123,0.017701,-13.983,0.2822,0.018457,"N","N","No averaging"
"322",2020,"Jaguar Land Rover L","JLX","Jaguar","I-PACE",0.01,"Truck",400,"A","Automatic",1,"Y","4","4-Wheel Drive",5000,9.04,104.2,"Electricity",NA,114.9,32.55,0.75123,0.017701,-13.983,0.2822,0.018457,"N","N","No averaging"
"323",2020,"Jaguar Land Rover L","JLX","Jaguar","I-PACE",0.01,"Truck",400,"OT","Other",1,"Y","4","4-Wheel Drive",5000,9.04,103.8,"Electricity",NA,102.9,35.706,0.64016,0.018981,-13.983,0.2822,0.018457,"N","N","No averaging"
"324",2020,"Jaguar Land Rover L","JLX","Jaguar","I-PACE",0.01,"Truck",400,"OT","Other",1,"Y","4","4-Wheel Drive",5000,9.04,103.8,"Electricity",NA,114.1,35.706,0.64016,0.018981,-13.983,0.2822,0.018457,"N","N","No averaging"
"325",2020,"Jaguar Land Rover L","JLX","Jaguar","I-PACE",0.01,"Truck",400,"OT","Other",1,"Y","4","4-Wheel Drive",5000,9.04,104.3,"Electricity",NA,114.1,35.616,0.75123,0.017701,-13.983,0.2822,0.018457,"N","N","No averaging"
"326",2020,"Jaguar Land Rover L","JLX","Jaguar","I-PACE",0.01,"Truck",400,"OT","Other",1,"Y","4","4-Wheel Drive",5000,9.04,104.3,"Electricity",NA,102.9,35.616,0.75123,0.017701,-13.983,0.2822,0.018457,"N","N","No averaging"
"327",2020,"Jaguar Land Rover L","JLX","Land Rover","Range Rover Sport",2,"Truck",400,"A","Automatic",1,"Y","4","4-Wheel Drive",6000,3.73,27.8,"Electricity",NA,122.8,58.077,0.26206,0.027459,-6.227,0.22395,0.024455,"N","N","No averaging"
